order_id,order_date,month_start,customer_id,country,order_revenue_gbp,units_sold,distinct_products,line_count,is_identified_customer
489575,2009-12-01,2009-12-01,13590,United Kingdom,367.28,300,22,22,True
489576,2009-12-01,2009-12-01,15984,United Kingdom,319.66,178,17,17,True
489579,2009-12-01,2009-12-01,16887,United Kingdom,219.82,177,34,34,True
489580,2009-12-01,2009-12-01,12921,United Kingdom,261.0,276,8,8,True
489581,2009-12-01,2009-12-01,15945,United Kingdom,124.83,137,10,10,True
489582,2009-12-01,2009-12-01,14543,United Kingdom,293.95,125,9,9,True
489584,2009-12-01,2009-12-01,18037,United Kingdom,21.95,1,1,1,True
489585,2009-12-01,2009-12-01,15662,United Kingdom,105.85,67,4,4,True
489586,2009-12-01,2009-12-01,15380,United Kingdom,263.42,98,6,6,True
489590,2009-12-01,2009-12-01,13110,United Kingdom,362.78,87,27,27,True
489593,2009-12-01,2009-12-01,12836,United Kingdom,407.97,93,29,29,True
489594,2009-12-01,2009-12-01,15005,United Kingdom,319.38,180,46,50,True
489596,2009-12-01,2009-12-01,,United Kingdom,17.0,2,1,1,False
489597,2009-12-01,2009-12-01,,United Kingdom,5097.82,972,501,502,False
489598,2009-12-01,2009-12-01,16620,United Kingdom,822.37,575,50,50,True
489599,2009-12-01,2009-12-01,12758,Portugal,2454.68,1403,79,79,True
489600,2009-12-01,2009-12-01,,United Kingdom,420.29,39,31,31,False
489601,2009-12-01,2009-12-01,,United Kingdom,337.2,36,26,26,False
489602,2009-12-01,2009-12-01,,United Kingdom,440.07,42,33,33,False
489603,2009-12-01,2009-12-01,,United Kingdom,311.55,29,21,21,False
489604,2009-12-01,2009-12-01,,United Kingdom,383.87,40,25,25,False
489606,2009-12-01,2009-12-01,17961,United Kingdom,2.1,1,1,1,True
489607,2009-12-01,2009-12-01,,United Kingdom,446.98,52,39,39,False
489608,2009-12-01,2009-12-01,,United Kingdom,9.75,5,1,1,False
489609,2009-12-01,2009-12-01,,United Kingdom,553.78,51,37,37,False
489611,2009-12-01,2009-12-01,15601,United Kingdom,2.95,1,1,1,True
489612,2009-12-01,2009-12-01,,United Kingdom,629.78,63,41,41,False
489613,2009-12-01,2009-12-01,13585,United Kingdom,12.75,1,1,1,True
489614,2009-12-01,2009-12-01,,United Kingdom,408.85,42,26,26,False
489615,2009-12-01,2009-12-01,,United Kingdom,499.36,47,22,22,False
489616,2009-12-01,2009-12-01,,United Kingdom,409.27,50,23,23,False
489617,2009-12-01,2009-12-01,13442,United Kingdom,198.0,42,16,16,True
489618,2009-12-01,2009-12-01,,United Kingdom,6.35,1,1,1,False
489619,2009-12-01,2009-12-01,,United Kingdom,19.5,10,5,5,False
489634,2009-12-01,2009-12-01,13381,United Kingdom,17.4,12,1,1,True
489635,2009-12-01,2009-12-01,16763,United Kingdom,352.85,173,21,21,True
489637,2009-12-01,2009-12-01,17243,United Kingdom,535.9,157,20,20,True
489638,2009-12-01,2009-12-01,,United Kingdom,7.5,2,1,1,False
489639,2009-12-01,2009-12-01,14865,United Kingdom,31.200000000000003,48,1,1,True
489640,2009-12-01,2009-12-01,17345,United Kingdom,329.91,600,26,27,True
489641,2009-12-01,2009-12-01,13819,United Kingdom,622.1,462,30,30,True
489642,2009-12-01,2009-12-01,,United Kingdom,12.85,3,3,3,False
489644,2009-12-01,2009-12-01,15808,United Kingdom,857.5400000000001,297,24,25,True
489645,2009-12-01,2009-12-01,17191,United Kingdom,261.74,97,32,32,True
489650,2009-12-01,2009-12-01,13748,United Kingdom,173.1,90,7,7,True
489652,2009-12-01,2009-12-01,15265,United Kingdom,294.14,146,17,17,True
489653,2009-12-01,2009-12-01,,United Kingdom,60.78,26,13,13,False
489654,2009-12-01,2009-12-01,15750,United Kingdom,222.12,115,30,30,True
489656,2009-12-01,2009-12-01,17428,United Kingdom,1237.3,401,22,22,True
489657,2009-12-01,2009-12-01,17428,United Kingdom,55.2,32,3,3,True
489658,2009-12-01,2009-12-01,15485,United Kingdom,828.09,249,21,21,True
489661,2009-12-01,2009-12-01,17246,United Kingdom,23.48,34,4,4,True
489662,2009-12-01,2009-12-01,15485,United Kingdom,73.75,25,1,1,True
489664,2009-12-01,2009-12-01,14061,United Kingdom,374.43,57,11,11,True
489665,2009-12-01,2009-12-01,14108,United Kingdom,252.3,118,10,10,True
489666,2009-12-01,2009-12-01,13648,United Kingdom,263.09000000000003,203,15,15,True
489667,2009-12-01,2009-12-01,16563,United Kingdom,538.46,221,10,10,True
489668,2009-12-01,2009-12-01,16701,United Kingdom,378.12,198,8,8,True
489669,2009-12-02,2009-12-01,12842,United Kingdom,397.2000000000001,168,3,3,True
489670,2009-12-02,2009-12-01,14302,United Kingdom,114.6,28,2,2,True
489671,2009-12-02,2009-12-01,14135,United Kingdom,740.3,966,8,8,True
489672,2009-12-02,2009-12-01,14831,United Kingdom,772.65,421,32,32,True
489673,2009-12-02,2009-12-01,14831,United Kingdom,61.1,34,4,4,True
489674,2009-12-02,2009-12-01,15602,United Kingdom,261.3,266,17,17,True
489675,2009-12-02,2009-12-01,13777,United Kingdom,4939.22,1930,22,22,True
489676,2009-12-02,2009-12-01,13777,United Kingdom,1210.8,840,5,5,True
489677,2009-12-02,2009-12-01,14000,United Kingdom,192.0,48,2,2,True
489678,2009-12-02,2009-12-01,16823,United Kingdom,189.3,113,20,20,True
489679,2009-12-02,2009-12-01,16163,United Kingdom,795.98,280,42,42,True
489680,2009-12-02,2009-12-01,17193,United Kingdom,45.0,36,1,1,True
489681,2009-12-02,2009-12-01,17998,United Kingdom,89.59,183,11,11,True
489682,2009-12-02,2009-12-01,15759,United Kingdom,125.73,303,4,4,True
489683,2009-12-02,2009-12-01,16131,United Kingdom,1317.97,721,46,46,True
489684,2009-12-02,2009-12-01,14560,United Kingdom,266.6,116,9,9,True
489687,2009-12-02,2009-12-01,17087,United Kingdom,221.53,113,12,12,True
489688,2009-12-02,2009-12-01,14894,United Kingdom,299.70000000000005,54,3,3,True
489695,2009-12-02,2009-12-01,16202,United Kingdom,306.95,121,15,15,True
489699,2009-12-02,2009-12-01,16700,United Kingdom,401.7,238,25,25,True
489702,2009-12-02,2009-12-01,17511,United Kingdom,3108.64,2020,30,30,True
489705,2009-12-02,2009-12-01,16700,United Kingdom,17.0,4,1,1,True
489723,2009-12-02,2009-12-01,14299,United Kingdom,2052.12,1339,26,26,True
489725,2009-12-02,2009-12-01,17949,United Kingdom,216.0,300,1,1,True
489726,2009-12-02,2009-12-01,17949,United Kingdom,750.0,200,1,1,True
489727,2009-12-02,2009-12-01,17949,United Kingdom,900.0,450,1,1,True
489728,2009-12-02,2009-12-01,14799,United Kingdom,180.45,349,10,10,True
489733,2009-12-02,2009-12-01,15311,United Kingdom,168.0,48,2,2,True
489743,2009-12-02,2009-12-01,16550,United Kingdom,538.77,320,33,33,True
489748,2009-12-02,2009-12-01,12980,United Kingdom,754.2,84,3,3,True
489764,2009-12-02,2009-12-01,14425,United Kingdom,223.1,82,14,14,True
489765,2009-12-02,2009-12-01,15353,United Kingdom,271.74,88,38,38,True
489766,2009-12-02,2009-12-01,17818,United Kingdom,124.78,86,42,42,True
489780,2009-12-02,2009-12-01,13654,United Kingdom,159.98000000000002,90,8,8,True
489782,2009-12-02,2009-12-01,17189,United Kingdom,228.36,147,21,21,True
489783,2009-12-02,2009-12-01,13269,United Kingdom,162.04,152,7,7,True
489784,2009-12-02,2009-12-01,13269,United Kingdom,40.8,48,4,4,True
489785,2009-12-02,2009-12-01,14653,United Kingdom,333.09000000000003,248,19,19,True
489786,2009-12-02,2009-12-01,17019,United Kingdom,212.66,197,39,42,True
489787,2009-12-02,2009-12-01,15542,United Kingdom,293.19,116,63,65,True
489788,2009-12-02,2009-12-01,13564,United Kingdom,119.16,38,17,17,True
489789,2009-12-02,2009-12-01,15833,United Kingdom,80.4,24,5,5,True
489790,2009-12-02,2009-12-01,16467,United Kingdom,131.12,88,2,2,True
489791,2009-12-02,2009-12-01,15542,United Kingdom,216.59,87,62,62,True
489792,2009-12-02,2009-12-01,14527,United Kingdom,923.79,165,58,58,True
489793,2009-12-02,2009-12-01,17476,United Kingdom,260.36,124,16,16,True
489794,2009-12-02,2009-12-01,15287,United Kingdom,58.2,55,4,4,True
489795,2009-12-02,2009-12-01,14440,United Kingdom,935.01,287,13,13,True
489796,2009-12-02,2009-12-01,15680,United Kingdom,311.5,268,19,19,True
489797,2009-12-02,2009-12-01,15581,United Kingdom,196.88,141,25,25,True
489798,2009-12-02,2009-12-01,13740,United Kingdom,296.69,93,19,19,True
489800,2009-12-02,2009-12-01,17768,United Kingdom,382.57,502,31,31,True
489801,2009-12-02,2009-12-01,12948,United Kingdom,128.48000000000002,144,6,6,True
489802,2009-12-02,2009-12-01,15581,United Kingdom,174.52,156,44,45,True
489804,2009-12-02,2009-12-01,14667,United Kingdom,251.17,185,15,16,True
489805,2009-12-02,2009-12-01,17377,United Kingdom,454.35,227,46,46,True
489807,2009-12-02,2009-12-01,15581,United Kingdom,180.13,241,27,28,True
489808,2009-12-02,2009-12-01,14467,United Kingdom,109.84,82,17,17,True
489809,2009-12-02,2009-12-01,13457,United Kingdom,112.5,68,6,6,True
489810,2009-12-02,2009-12-01,18108,United Kingdom,493.25,165,26,26,True
489811,2009-12-02,2009-12-01,16210,United Kingdom,634.29,515,9,9,True
489812,2009-12-02,2009-12-01,17377,United Kingdom,597.6899999999999,85,25,25,True
489814,2009-12-02,2009-12-01,14669,United Kingdom,811.53,503,84,86,True
489815,2009-12-02,2009-12-01,17909,United Kingdom,110.05,35,8,8,True
489816,2009-12-02,2009-12-01,16086,United Kingdom,284.55,258,27,27,True
489817,2009-12-02,2009-12-01,16711,United Kingdom,340.2,132,3,3,True
489818,2009-12-02,2009-12-01,16233,United Kingdom,294.3,102,14,14,True
489819,2009-12-02,2009-12-01,14739,United Kingdom,618.4300000000001,465,13,13,True
489822,2009-12-02,2009-12-01,14204,United Kingdom,371.27,103,54,54,True
489823,2009-12-02,2009-12-01,17606,United Kingdom,87.30000000000001,42,6,6,True
489824,2009-12-02,2009-12-01,16797,United Kingdom,176.88,127,44,44,True
489825,2009-12-02,2009-12-01,16126,United Kingdom,174.1,94,10,10,True
489826,2009-12-02,2009-12-01,17867,United Kingdom,85.95,17,10,10,True
489827,2009-12-02,2009-12-01,17412,United Kingdom,445.7,382,23,23,True
489829,2009-12-02,2009-12-01,16525,United Kingdom,472.47,237,8,8,True
489830,2009-12-02,2009-12-01,13623,United Kingdom,628.14,240,62,67,True
489831,2009-12-02,2009-12-01,12435,Denmark,1008.0,480,1,1,True
489832,2009-12-02,2009-12-01,14549,United Kingdom,313.27,121,54,54,True
489833,2009-12-02,2009-12-01,14980,United Kingdom,150.68,79,24,24,True
489834,2009-12-02,2009-12-01,14106,United Kingdom,214.8,24,1,1,True
489835,2009-12-02,2009-12-01,15061,United Kingdom,714.0,280,2,2,True
489837,2009-12-02,2009-12-01,14396,United Kingdom,507.47,268,43,46,True
489840,2009-12-02,2009-12-01,14122,United Kingdom,89.69999999999999,6,1,1,True
489855,2009-12-02,2009-12-01,16987,United Kingdom,157.91,56,28,29,True
489856,2009-12-02,2009-12-01,,United Kingdom,4463.74,817,425,426,False
489857,2009-12-02,2009-12-01,,United Kingdom,5741.96,1226,516,516,False
489861,2009-12-02,2009-12-01,,United Kingdom,46.07,33,6,6,False
489862,2009-12-02,2009-12-01,17809,United Kingdom,734.7,150,4,4,True
489863,2009-12-02,2009-12-01,15917,United Kingdom,66.82,21,18,18,True
489864,2009-12-02,2009-12-01,14987,United Kingdom,206.85,79,3,3,True
489865,2009-12-02,2009-12-01,14080,United Kingdom,234.87,53,18,18,True
489866,2009-12-02,2009-12-01,16200,United Kingdom,987.73,577,109,115,True
489867,2009-12-02,2009-12-01,,United Kingdom,118.95,45,12,12,False
489868,2009-12-02,2009-12-01,15794,United Kingdom,675.0,248,14,14,True
489869,2009-12-02,2009-12-01,16200,United Kingdom,39.98,27,17,17,True
489870,2009-12-02,2009-12-01,15523,United Kingdom,162.1,118,3,3,True
489871,2009-12-02,2009-12-01,15523,United Kingdom,735.7,274,5,5,True
489872,2009-12-02,2009-12-01,15615,United Kingdom,632.9,320,22,22,True
489873,2009-12-02,2009-12-01,15615,United Kingdom,10.2,12,1,1,True
489874,2009-12-02,2009-12-01,18001,United Kingdom,176.6,144,12,12,True
489875,2009-12-02,2009-12-01,17841,United Kingdom,525.71,217,92,93,True
489876,2009-12-02,2009-12-01,15917,United Kingdom,39.85,22,18,18,True
489877,2009-12-02,2009-12-01,13089,United Kingdom,368.1,162,4,4,True
489878,2009-12-02,2009-12-01,15989,United Kingdom,140.16,55,36,37,True
489879,2009-12-02,2009-12-01,17660,United Kingdom,163.47,138,42,44,True
489880,2009-12-02,2009-12-01,13313,United Kingdom,380.28,552,22,22,True
489883,2009-12-02,2009-12-01,12437,France,578.28,263,27,27,True
489884,2009-12-02,2009-12-01,13313,United Kingdom,3.61,19,1,1,True
489888,2009-12-02,2009-12-01,14841,United Kingdom,597.4,660,26,26,True
489889,2009-12-02,2009-12-01,14646,Netherlands,4734.24,3200,20,20,True
489890,2009-12-02,2009-12-01,14646,Netherlands,976.8,592,3,3,True
489891,2009-12-02,2009-12-01,15482,United Kingdom,181.08,144,6,6,True
489892,2009-12-02,2009-12-01,,United Kingdom,39.8,4,2,2,False
489893,2009-12-02,2009-12-01,16156,United Kingdom,300.1,98,9,9,True
489894,2009-12-02,2009-12-01,17716,United Kingdom,520.2,396,27,27,True
489895,2009-12-03,2009-12-01,12779,Poland,371.82,266,22,22,True
489896,2009-12-03,2009-12-01,13611,United Kingdom,337.93,227,20,20,True
489897,2009-12-03,2009-12-01,15255,United Kingdom,260.44,176,13,13,True
489900,2009-12-03,2009-12-01,14771,United Kingdom,287.37,253,19,19,True
489902,2009-12-03,2009-12-01,14838,United Kingdom,119.1,18,4,4,True
489904,2009-12-03,2009-12-01,13979,United Kingdom,203.78,150,13,13,True
489905,2009-12-03,2009-12-01,13800,United Kingdom,478.7,242,19,19,True
489906,2009-12-03,2009-12-01,14483,United Kingdom,120.0,96,4,4,True
489907,2009-12-03,2009-12-01,14915,United Kingdom,202.06,104,11,11,True
489908,2009-12-03,2009-12-01,16301,United Kingdom,107.33,41,6,6,True
489909,2009-12-03,2009-12-01,13753,United Kingdom,642.2,428,16,16,True
489910,2009-12-03,2009-12-01,15482,United Kingdom,144.0,288,1,1,True
489912,2009-12-03,2009-12-01,13931,United Kingdom,1146.1,578,58,58,True
489913,2009-12-03,2009-12-01,13931,United Kingdom,69.6,16,3,3,True
489914,2009-12-03,2009-12-01,12921,United Kingdom,993.0,508,29,29,True
489915,2009-12-03,2009-12-01,17035,United Kingdom,54.6,36,2,2,True
489916,2009-12-03,2009-12-01,15194,United Kingdom,336.0,212,9,9,True
489932,2009-12-03,2009-12-01,14347,United Kingdom,82.6,48,6,6,True
489935,2009-12-03,2009-12-01,12934,United Kingdom,181.65,31,2,2,True
489994,2009-12-03,2009-12-01,15291,United Kingdom,430.9,142,4,4,True
489996,2009-12-03,2009-12-01,17209,United Kingdom,320.40000000000003,514,5,5,True
489998,2009-12-03,2009-12-01,15658,United Kingdom,321.65,93,17,17,True
489999,2009-12-03,2009-12-01,17314,United Kingdom,154.2,72,7,7,True
490000,2009-12-03,2009-12-01,17155,United Kingdom,143.06,89,12,12,True
490001,2009-12-03,2009-12-01,15965,United Kingdom,169.5,94,2,2,True
490002,2009-12-03,2009-12-01,17322,United Kingdom,114.55,115,28,28,True
490003,2009-12-03,2009-12-01,16159,United Kingdom,317.55,163,12,12,True
490004,2009-12-03,2009-12-01,14051,United Kingdom,912.56,224,9,9,True
490005,2009-12-03,2009-12-01,13993,United Kingdom,556.75,203,25,25,True
490006,2009-12-03,2009-12-01,17411,United Kingdom,344.40000000000003,150,19,19,True
490008,2009-12-03,2009-12-01,15768,United Kingdom,502.28,256,63,63,True
490009,2009-12-03,2009-12-01,12835,United Kingdom,285.09,100,29,31,True
490010,2009-12-03,2009-12-01,15061,United Kingdom,1008.0,480,1,1,True
490011,2009-12-03,2009-12-01,16918,United Kingdom,221.69,138,43,43,True
490012,2009-12-03,2009-12-01,15179,United Kingdom,763.35,339,27,27,True
490013,2009-12-03,2009-12-01,17069,United Kingdom,500.55,395,33,33,True
490014,2009-12-03,2009-12-01,15466,United Kingdom,740.46,406,91,92,True
490017,2009-12-03,2009-12-01,14159,United Kingdom,393.65,267,97,99,True
490018,2009-12-03,2009-12-01,17940,United Kingdom,4380.0,17520,4,4,True
490019,2009-12-03,2009-12-01,17581,United Kingdom,308.6,116,15,15,True
490020,2009-12-03,2009-12-01,17581,United Kingdom,37.8,14,3,3,True
490021,2009-12-03,2009-12-01,17581,United Kingdom,10.2,12,1,1,True
490022,2009-12-03,2009-12-01,17581,United Kingdom,45.60000000000001,24,3,3,True
490023,2009-12-03,2009-12-01,16168,United Kingdom,189.15,49,4,4,True
490024,2009-12-03,2009-12-01,14606,United Kingdom,215.0,121,48,49,True
490030,2009-12-03,2009-12-01,,United Kingdom,58.2,12,2,2,False
490034,2009-12-03,2009-12-01,17287,United Kingdom,69.82,30,11,11,True
490045,2009-12-03,2009-12-01,17287,United Kingdom,180.39,109,22,22,True
490046,2009-12-03,2009-12-01,13416,United Kingdom,228.3,66,7,7,True
490047,2009-12-03,2009-12-01,17913,United Kingdom,263.85,131,27,28,True
490048,2009-12-03,2009-12-01,16779,United Kingdom,1146.71,681,34,35,True
490049,2009-12-03,2009-12-01,15794,United Kingdom,102.0,40,1,1,True
490050,2009-12-03,2009-12-01,17913,United Kingdom,13.5,2,1,1,True
490052,2009-12-03,2009-12-01,13895,United Kingdom,831.0,408,42,42,True
490053,2009-12-03,2009-12-01,14057,United Kingdom,119.54,101,17,17,True
490054,2009-12-03,2009-12-01,17017,United Kingdom,277.5,186,7,7,True
490056,2009-12-03,2009-12-01,13208,United Kingdom,61.12,56,16,16,True
490057,2009-12-03,2009-12-01,17465,United Kingdom,360.52,184,20,20,True
490058,2009-12-03,2009-12-01,17465,United Kingdom,47.85,27,2,2,True
490059,2009-12-03,2009-12-01,18102,United Kingdom,14475.0,4825,9,9,True
490060,2009-12-03,2009-12-01,13468,United Kingdom,314.22,148,17,17,True
490061,2009-12-03,2009-12-01,18102,United Kingdom,4000.0,2000,4,4,True
490062,2009-12-03,2009-12-01,13485,United Kingdom,165.3,86,8,8,True
490063,2009-12-03,2009-12-01,17271,United Kingdom,204.3,113,46,48,True
490064,2009-12-03,2009-12-01,16139,United Kingdom,355.59000000000003,215,19,19,True
490065,2009-12-03,2009-12-01,15061,United Kingdom,1260.0,600,1,1,True
490066,2009-12-03,2009-12-01,15953,United Kingdom,372.2,212,7,7,True
490067,2009-12-03,2009-12-01,15856,United Kingdom,952.61,412,24,24,True
490068,2009-12-03,2009-12-01,13085,United Kingdom,284.3,90,9,9,True
490069,2009-12-03,2009-12-01,13085,United Kingdom,161.39999999999998,60,5,5,True
490070,2009-12-03,2009-12-01,14967,United Kingdom,236.25,68,5,5,True
490071,2009-12-03,2009-12-01,16497,United Kingdom,294.85,111,19,19,True
490072,2009-12-03,2009-12-01,17764,United Kingdom,187.15,69,29,29,True
490073,2009-12-03,2009-12-01,14905,United Kingdom,258.1,172,13,13,True
490074,2009-12-03,2009-12-01,,United Kingdom,6500.63,1200,578,580,False
490075,2009-12-03,2009-12-01,18229,United Kingdom,381.0,84,4,4,True
490077,2009-12-03,2009-12-01,17293,United Kingdom,115.51,65,6,6,True
490078,2009-12-03,2009-12-01,17853,United Kingdom,584.35,159,28,29,True
490079,2009-12-03,2009-12-01,15550,United Kingdom,160.35,85,10,10,True
490080,2009-12-03,2009-12-01,13531,United Kingdom,311.7,126,15,15,True
490081,2009-12-03,2009-12-01,13786,United Kingdom,723.09,323,20,20,True
490082,2009-12-03,2009-12-01,14952,United Kingdom,337.9,262,7,7,True
490083,2009-12-03,2009-12-01,14031,United Kingdom,2506.14,1132,61,61,True
490085,2009-12-03,2009-12-01,12937,United Kingdom,170.06,108,15,15,True
490086,2009-12-03,2009-12-01,17949,United Kingdom,799.2,432,1,1,True
490087,2009-12-03,2009-12-01,15601,United Kingdom,898.1800000000001,668,51,51,True
490088,2009-12-03,2009-12-01,15581,United Kingdom,17.0,2,2,2,True
490089,2009-12-03,2009-12-01,17949,United Kingdom,466.2000000000001,252,1,1,True
490090,2009-12-03,2009-12-01,15581,United Kingdom,41.18,23,15,15,True
490091,2009-12-03,2009-12-01,17949,United Kingdom,636.0,600,1,1,True
490092,2009-12-03,2009-12-01,16612,United Kingdom,510.87,297,23,23,True
490093,2009-12-03,2009-12-01,12949,United Kingdom,1794.7,896,64,64,True
490094,2009-12-03,2009-12-01,17949,United Kingdom,851.76,504,1,1,True
490095,2009-12-03,2009-12-01,14958,United Kingdom,186.36,54,12,12,True
490097,2009-12-03,2009-12-01,17329,United Kingdom,273.52,144,35,35,True
490099,2009-12-03,2009-12-01,16736,United Kingdom,1225.98,526,74,74,True
490100,2009-12-03,2009-12-01,13001,United Kingdom,869.9300000000001,403,83,83,True
490101,2009-12-03,2009-12-01,14644,United Kingdom,338.5,150,11,11,True
490106,2009-12-03,2009-12-01,14898,United Kingdom,314.37,275,20,20,True
490107,2009-12-03,2009-12-01,14662,United Kingdom,110.7,30,8,8,True
490108,2009-12-03,2009-12-01,17414,United Kingdom,239.68,444,5,5,True
490109,2009-12-03,2009-12-01,14755,United Kingdom,415.0,204,20,20,True
490110,2009-12-03,2009-12-01,14755,United Kingdom,30.15,13,2,2,True
490111,2009-12-03,2009-12-01,17576,United Kingdom,319.96000000000004,220,29,30,True
490112,2009-12-03,2009-12-01,13037,United Kingdom,313.19,161,20,20,True
490113,2009-12-03,2009-12-01,14710,United Kingdom,39.2,16,11,11,True
490114,2009-12-03,2009-12-01,18168,United Kingdom,257.62,160,21,22,True
490115,2009-12-03,2009-12-01,17679,United Kingdom,342.6,316,12,12,True
490116,2009-12-03,2009-12-01,17679,United Kingdom,122.4,48,4,4,True
490118,2009-12-03,2009-12-01,17851,United Kingdom,317.04,151,46,47,True
490119,2009-12-03,2009-12-01,12931,United Kingdom,108.75,75,1,1,True
490121,2009-12-03,2009-12-01,14750,United Kingdom,112.03,65,32,32,True
490124,2009-12-03,2009-12-01,16791,United Kingdom,304.92,106,43,43,True
490125,2009-12-03,2009-12-01,16558,United Kingdom,297.05,109,9,9,True
490127,2009-12-03,2009-12-01,14156,EIRE,569.1800000000001,203,33,33,True
490128,2009-12-03,2009-12-01,15884,United Kingdom,236.7,150,13,13,True
490132,2009-12-03,2009-12-01,17343,United Kingdom,197.3,89,12,12,True
490134,2009-12-03,2009-12-01,17372,United Kingdom,151.65,59,25,25,True
490135,2009-12-03,2009-12-01,16003,United Kingdom,387.87,127,18,18,True
490136,2009-12-03,2009-12-01,17432,United Kingdom,159.95,69,39,39,True
