customer_id,primary_country,first_purchase,last_purchase,orders,customer_revenue_gbp,units,distinct_products,average_order_value_gbp,active_span_days,is_repeat_customer
12374,Austria,2010-04-30 14:01:00,2011-11-14 15:37:00,4,2989.2200000000003,1362,79,747.3050000000001,563,True
12375,Finland,2011-09-02 14:23:00,2011-11-29 10:36:00,2,457.5,178,14,228.75,88,True
12376,Switzerland,2010-10-18 08:42:00,2010-11-15 12:15:00,2,503.15,240,11,251.575,28,True
12377,Switzerland,2010-04-29 15:34:00,2011-01-28 15:45:00,4,3426.32,2105,129,856.58,274,True
12378,Switzerland,2010-05-26 14:07:00,2011-08-02 10:34:00,2,5416.32,3316,281,2708.16,433,True
12379,Belgium,2010-06-23 12:49:00,2011-09-19 10:09:00,4,1620.22,815,58,405.055,453,True
12380,Belgium,2010-02-15 12:05:00,2011-11-18 11:27:00,11,9676.300000000001,3355,156,879.6636363636364,641,True
12381,Norway,2011-08-12 09:57:00,2011-12-05 12:44:00,5,1845.31,808,70,369.062,115,True
12383,Belgium,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1850.56,1532,84,370.11199999999997,168,True
12384,Switzerland,2011-08-10 11:23:00,2011-11-11 08:39:00,2,585.27,126,26,292.635,93,True
12385,Belgium,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1938.4,612,65,1938.4,0,False
12386,Australia,2010-12-08 09:53:00,2011-01-06 12:37:00,2,401.9,354,10,200.95,29,True
12387,Australia,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,134,9,143.94,0,False
12388,Australia,2010-05-06 12:54:00,2011-11-24 12:30:00,8,3901.11,2001,83,487.63875,567,True
12389,Australia,2010-02-22 10:15:00,2010-11-02 11:52:00,3,1433.33,614,41,477.77666666666664,253,True
12390,Belgium,2011-09-21 09:33:00,2011-09-21 09:33:00,1,549.84,353,32,549.84,0,False
12391,Cyprus,2010-02-15 10:12:00,2011-11-18 12:07:00,6,2724.84,1204,241,454.14000000000004,641,True
12392,Australia,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75000000000003,73,7,234.75000000000003,0,False
12393,Australia,2010-10-07 13:49:00,2011-09-28 15:41:00,6,2399.4500000000003,1311,63,399.90833333333336,356,True
12394,Belgium,2011-05-06 14:01:00,2011-10-07 08:08:00,2,1272.48,819,26,636.24,154,True
12395,Belgium,2010-04-16 10:16:00,2011-11-20 15:21:00,15,4721.17,3205,145,314.74466666666666,583,True
12396,RSA,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,591,65,931.43,0,False
12397,Belgium,2011-07-27 14:21:00,2011-11-04 09:52:00,2,2409.9,1263,110,1204.95,100,True
12398,Switzerland,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1635.6599999999999,1394,85,1635.6599999999999,0,False
12399,Belgium,2010-03-05 08:45:00,2011-08-12 13:15:00,7,1962.3,2198,67,280.3285714285714,525,True
12400,Australia,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,91,11,205.25,0,False
12401,Belgium,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,11,5,84.3,0,False
12402,Belgium,2010-02-07 12:41:00,2011-01-20 13:49:00,6,1256.9,584,43,209.48333333333335,347,True
12403,Denmark,2010-07-06 11:39:00,2011-10-21 10:51:00,2,1019.36,260,5,509.68,472,True
12404,Finland,2010-01-26 16:25:00,2010-01-26 16:25:00,1,63.24,1,1,63.24,0,False
12405,Finland,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.39,857,54,1710.39,0,False
12406,Denmark,2010-01-11 14:04:00,2011-11-17 19:22:00,5,6390.36,3416,114,1278.072,675,True
12407,Belgium,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1708.1200000000001,1416,57,341.624,215,True
12408,Belgium,2010-07-29 13:27:00,2011-11-07 12:27:00,8,4340.7699999999995,2229,104,542.5962499999999,466,True
12409,Switzerland,2010-05-23 15:21:00,2011-09-22 10:38:00,7,23419.29,13143,177,3345.612857142857,487,True
12410,Switzerland,2010-07-25 13:26:00,2011-02-04 10:39:00,3,1013.71,341,36,337.90333333333336,194,True
12411,Australia,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,138,22,346.9,0,False
12412,Denmark,2010-06-18 13:22:00,2011-09-26 10:16:00,6,2596.93,1997,82,432.82166666666666,465,True
12413,France,2010-11-02 13:26:00,2011-10-04 09:00:00,4,999.45,319,41,249.8625,336,True
12414,Austria,2010-09-02 12:22:00,2011-05-06 14:51:00,6,952.41,495,21,158.73499999999999,246,True
12415,Australia,2010-06-30 08:30:00,2011-11-15 14:22:00,28,144458.37,91447,498,5159.2275,503,True
12416,Australia,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,132,11,202.56,0,False
12417,Belgium,2009-12-06 10:30:00,2011-12-06 14:52:00,20,6797.41,2884,270,339.8705,730,True
12418,Switzerland,2010-03-19 14:47:00,2011-08-19 11:08:00,4,2021.2,1088,90,505.3,518,True
12419,Spain,2010-10-22 10:40:00,2010-11-19 10:04:00,2,503.01,231,23,251.505,28,True
12420,Cyprus,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,345,29,600.39,0,False
12421,Spain,2010-07-22 13:57:00,2011-11-24 09:07:00,6,1098.6,652,44,183.1,490,True
12422,Switzerland,2009-12-18 12:44:00,2011-09-05 09:48:00,17,5231.8,2596,137,307.7529411764706,626,True
12423,Belgium,2010-08-31 09:31:00,2011-12-09 10:10:00,10,2622.39,1793,128,262.239,465,True
12424,Australia,2010-06-09 15:15:00,2011-06-30 12:06:00,4,3340.03,2025,78,835.0075,386,True
12425,Portugal,2010-09-17 14:10:00,2011-09-22 17:31:00,2,1741.41,1147,87,870.705,370,True
12426,Germany,2010-02-15 08:41:00,2011-05-29 12:26:00,2,1345.21,584,73,672.605,468,True
12427,Germany,2010-12-03 10:44:00,2011-11-18 08:56:00,3,825.8,533,26,275.26666666666665,350,True
12428,Finland,2011-03-01 09:33:00,2011-11-14 08:22:00,9,7956.46,3536,258,884.0511111111111,258,True
12429,Denmark,2010-06-11 13:28:00,2011-11-30 17:22:00,8,6204.41,2890,124,775.55125,537,True
12430,Norway,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,117,11,256.4,0,False
12431,Australia,2010-01-15 09:04:00,2011-11-04 11:55:00,27,10432.22,4600,244,386.3785185185185,658,True
12432,Norway,2011-06-20 13:27:00,2011-10-28 11:43:00,5,5059.32,1801,107,1011.8639999999999,130,True
12433,Norway,2010-08-20 09:23:00,2011-12-09 10:02:00,10,16794.14,13534,285,1679.414,476,True
12434,Australia,2010-11-23 13:38:00,2011-09-16 12:38:00,3,1103.43,532,62,367.81,297,True
12435,Denmark,2009-12-02 13:58:00,2011-09-21 09:06:00,6,13925.93,4958,88,2320.9883333333332,658,True
12436,Norway,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01,211,16,509.01,0,False
12437,France,2009-12-02 16:24:00,2011-12-08 11:35:00,39,12683.4,8000,273,325.2153846153846,736,True
12438,Norway,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2906.85,1180,84,1453.425,126,True
12439,Cyprus,2009-12-14 08:40:00,2010-01-26 12:11:00,2,1142.88,478,69,571.44,43,True
12440,Austria,2009-12-22 12:03:00,2010-09-03 13:11:00,2,859.2,331,21,429.6,255,True
12441,France,2010-12-08 10:45:00,2010-12-08 10:45:00,1,173.55,121,11,173.55,0,False
12442,Spain,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,182,12,172.06,0,False
12443,Norway,2009-12-07 15:42:00,2009-12-07 15:42:00,1,485.31,182,21,485.31,0,False
12444,Norway,2011-06-21 14:00:00,2011-11-18 13:23:00,5,5005.46,1153,138,1001.092,150,True
12445,Spain,2010-10-15 12:28:00,2011-11-17 18:43:00,2,434.98,206,24,217.49,398,True
12446,RSA,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,351,57,1002.3100000000001,0,False
12447,Belgium,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,190,26,476.49,0,False
12448,Spain,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,243,22,449.45,0,False
12449,Belgium,2010-09-27 09:37:00,2011-11-17 13:46:00,6,4835.89,2282,125,805.9816666666667,416,True
12450,Spain,2010-08-22 13:11:00,2011-07-06 14:41:00,5,688.2,442,31,137.64000000000001,318,True
12451,Switzerland,2010-06-28 12:58:00,2011-11-29 08:40:00,8,12669.88,9359,352,1583.735,519,True
12452,Switzerland,2011-11-23 08:05:00,2011-11-23 10:28:00,2,430.57,185,21,215.285,0,True
12453,Austria,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,473,43,707.09,0,False
12454,Spain,2010-10-14 17:33:00,2011-10-14 17:13:00,5,16679.78,7703,24,3335.9559999999997,365,True
12455,Cyprus,2009-12-18 12:33:00,2011-09-27 15:31:00,10,5879.95,3302,199,587.995,648,True
12456,Switzerland,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3181.04,1633,105,1060.3466666666666,210,True
12457,Switzerland,2010-09-30 17:59:00,2011-10-04 13:13:00,8,2995.91,1094,63,374.48875,369,True
12458,Switzerland,2010-08-09 10:33:00,2011-09-29 15:25:00,4,1777.49,986,71,444.3725,416,True
12459,Spain,2010-04-13 14:53:00,2010-04-13 14:53:00,1,454.36,258,23,454.36,0,False
12460,Belgium,2010-09-09 13:51:00,2010-09-09 13:51:00,1,326.65,170,18,326.65,0,False
12461,Switzerland,2011-07-08 10:23:00,2011-09-06 16:57:00,2,826.88,287,35,413.44,60,True
12462,Spain,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.59,536,51,594.795,285,True
12463,Belgium,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.78,776,65,336.195,188,True
12464,Belgium,2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.05,112,6,151.50625,299,True
12465,Belgium,2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.1899999999999,479,46,371.09499999999997,152,True
12466,France,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,1,1,56.73,0,False
12467,USA,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.8,129,9,132.8,0,False
12468,Germany,2010-01-26 10:09:00,2011-06-05 11:36:00,5,3670.74,2201,127,734.1479999999999,495,True
12469,Thailand,2010-06-21 10:30:00,2010-07-05 12:40:00,2,3070.54,2552,76,1535.27,14,True
12470,Unspecified,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95,95,23,211.95,0,False
12471,Germany,2009-12-07 10:41:00,2011-12-07 15:43:00,79,39918.19,16858,255,505.2935443037975,730,True
12472,Germany,2009-12-14 10:49:00,2011-11-07 14:01:00,19,16249.289999999999,10378,397,855.2257894736841,693,True
12473,Germany,2011-06-01 10:15:00,2011-11-10 13:46:00,5,3928.0499999999997,2414,140,785.6099999999999,162,True
12474,Germany,2010-02-11 09:41:00,2011-11-22 14:39:00,31,12372.75,7940,369,399.1209677419355,649,True
12475,Germany,2010-10-26 08:49:00,2011-10-17 10:10:00,2,1149.64,771,54,574.82,356,True
12476,Germany,2010-07-26 09:04:00,2011-11-24 12:40:00,23,14083.91,5631,358,612.3439130434782,486,True
12477,Germany,2010-03-26 14:01:00,2011-11-17 09:51:00,9,20276.37,6119,295,2252.93,601,True
12478,Greece,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,236,36,680.99,0,False
12479,Germany,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,385,31,527.2,0,False
12480,Germany,2010-07-20 13:21:00,2011-11-11 14:52:00,7,5464.85,2952,177,780.6928571428572,479,True
12481,Germany,2010-04-11 13:10:00,2011-11-17 08:29:00,15,12185.51,7158,248,812.3673333333334,585,True
12482,Sweden,2010-02-24 10:24:00,2010-05-12 16:51:00,29,23691.4,27042,42,816.944827586207,77,True
12483,Sweden,2010-01-31 13:28:00,2011-11-22 17:02:00,19,5097.18,2160,68,268.27263157894737,660,True
12484,Spain,2010-01-27 16:41:00,2011-11-07 11:37:00,12,6354.1,3266,329,529.5083333333333,649,True
12485,Sweden,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.1,414,34,708.1,0,False
12486,Sweden,2010-10-04 12:14:00,2010-10-04 12:14:00,1,1037.28,523,49,1037.28,0,False
12487,Sweden,2009-12-09 11:36:00,2009-12-09 11:36:00,1,285.29999999999995,174,2,285.29999999999995,0,False
12488,France,2011-09-25 10:34:00,2011-11-30 08:50:00,3,1298.66,529,46,432.8866666666667,66,True
12489,France,2011-01-07 13:13:00,2011-01-07 13:13:00,1,334.93,105,15,334.93,0,False
12490,France,2009-12-01 12:52:00,2011-12-04 16:07:00,21,9823.64,5906,195,467.79238095238094,733,True
12491,France,2011-11-01 12:18:00,2011-11-01 12:18:00,1,460.40000000000003,260,25,460.40000000000003,0,False
12492,Germany,2010-11-01 14:58:00,2011-10-07 15:15:00,3,715.21,444,38,238.40333333333334,340,True
12493,France,2011-05-26 14:53:00,2011-06-27 10:17:00,2,433.74,207,20,216.87,32,True
12494,France,2010-05-12 13:52:00,2011-11-24 09:34:00,9,1815.27,979,83,201.69666666666666,561,True
12495,Sweden,2010-03-09 10:53:00,2010-03-09 10:53:00,1,357.4,130,17,357.4,0,False
12496,Spain,2010-03-29 13:57:00,2010-03-29 14:06:00,2,45.34,30,10,22.67,0,True
12497,Germany,2010-03-05 09:39:00,2011-09-19 12:29:00,3,6248.5,5685,41,2082.8333333333335,563,True
12498,Germany,2011-10-13 09:30:00,2011-11-18 12:53:00,3,403.70000000000005,159,21,134.5666666666667,36,True
12499,Germany,2010-05-28 15:12:00,2010-05-28 15:12:00,1,393.72,302,27,393.72,0,False
12500,Germany,2010-02-04 15:05:00,2011-11-16 16:20:00,19,5955.21,3377,88,313.4321052631579,650,True
12501,Germany,2011-01-07 12:28:00,2011-01-07 12:28:00,1,2169.39,1783,149,2169.39,0,False
12502,Spain,2011-02-03 10:41:00,2011-09-05 11:52:00,5,3723.87,820,102,744.774,214,True
12503,Spain,2010-05-04 13:59:00,2010-05-04 13:59:00,1,1126.0,561,2,1126.0,0,False
12504,Germany,2010-04-22 10:24:00,2011-11-21 16:02:00,4,779.05,458,11,194.7625,578,True
12505,Italy,2010-10-27 09:18:00,2010-10-27 09:18:00,1,955.2,324,42,955.2,0,False
12506,France,2011-04-21 08:54:00,2011-04-21 08:54:00,1,73.5,23,23,73.5,0,False
12507,Spain,2010-05-04 09:23:00,2011-07-28 17:09:00,4,1844.06,1256,46,461.015,450,True
12508,France,2011-11-10 16:27:00,2011-11-13 15:37:00,2,397.88,271,57,198.94,3,True
12509,France,2011-02-28 14:45:00,2011-02-28 14:45:00,1,176.5,55,7,176.5,0,False
12510,Spain,2009-12-04 13:47:00,2011-07-20 10:15:00,9,5178.02,2049,94,575.3355555555556,593,True
12511,Greece,2010-10-07 10:39:00,2010-10-07 10:39:00,1,3084.02,1753,190,3084.02,0,False
12512,Israel,2011-10-04 14:53:00,2011-10-04 14:55:00,2,132.18,96,31,66.09,0,True
12513,France,2011-08-19 10:51:00,2011-08-19 10:51:00,1,612.29,462,35,612.29,0,False
12514,Italy,2010-03-08 12:18:00,2011-03-17 16:38:00,2,1597.76,840,76,798.88,374,True
12515,Italy,2010-12-21 15:43:00,2010-12-21 15:43:00,1,383.7,131,16,383.7,0,False
12516,Germany,2010-04-19 14:14:00,2011-09-23 09:13:00,4,2648.62,1952,49,662.155,522,True
12517,Germany,2011-06-02 15:13:00,2011-11-11 14:04:00,5,2481.6,1361,232,496.32,162,True
12518,Germany,2011-08-21 13:18:00,2011-12-09 10:13:00,5,2056.89,1318,84,411.378,110,True
12519,Germany,2010-08-20 08:21:00,2011-10-07 09:26:00,2,716.54,387,34,358.27,413,True
12520,Germany,2011-03-11 11:35:00,2011-09-21 15:23:00,5,2634.26,1439,121,526.8520000000001,194,True
12521,Germany,2011-07-20 10:51:00,2011-07-20 10:51:00,1,599.68,309,38,599.68,0,False
12522,Germany,2011-10-19 14:41:00,2011-10-31 15:30:00,2,192.72,194,11,96.36,12,True
12523,France,2009-12-07 13:46:00,2011-11-20 12:55:00,23,4352.35,2263,176,189.2326086956522,713,True
12524,Germany,2010-02-08 14:41:00,2011-11-30 15:31:00,17,11126.11,7178,157,654.4770588235294,660,True
12525,France,2010-03-02 14:01:00,2010-07-29 16:08:00,3,973.73,509,56,324.57666666666665,149,True
12526,Germany,2011-09-06 14:19:00,2011-12-09 12:09:00,3,1316.66,632,64,438.8866666666667,94,True
12527,Germany,2010-06-28 15:37:00,2011-09-19 11:55:00,5,735.51,526,26,147.102,448,True
12528,Germany,2011-01-31 09:05:00,2011-11-30 14:40:00,6,1933.48,756,50,322.24666666666667,303,True
12529,France,2010-06-29 13:10:00,2010-06-29 13:10:00,1,316.48,192,21,316.48,0,False
12530,Germany,2010-03-07 14:37:00,2011-10-11 12:34:00,9,3759.26,2713,94,417.6955555555556,583,True
12531,Germany,2010-01-22 14:17:00,2011-11-25 11:12:00,2,1933.2,1119,126,966.6,672,True
12532,France,2011-11-09 13:47:00,2011-11-09 13:47:00,1,349.83000000000004,153,16,349.83000000000004,0,False
12533,Germany,2009-12-01 11:50:00,2010-03-22 10:56:00,2,1367.89,704,63,683.945,111,True
12534,Germany,2011-08-01 10:26:00,2011-08-01 10:26:00,1,1089.18,651,63,1089.18,0,False
12535,France,2011-06-06 12:47:00,2011-09-09 08:48:00,2,716.35,219,28,358.175,95,True
12536,France,2011-10-11 14:52:00,2011-10-27 14:20:00,3,12601.830000000002,2803,260,4200.610000000001,16,True
12537,Sweden,2010-10-27 08:36:00,2010-10-27 08:36:00,1,732.94,449,43,732.94,0,False
12538,Spain,2010-11-26 13:02:00,2011-11-10 17:16:00,2,640.45,336,33,320.225,349,True
12539,Spain,2009-12-23 13:00:00,2011-11-17 13:30:00,7,11214.75,4535,276,1602.107142857143,694,True
12540,Spain,2009-12-07 16:56:00,2011-11-20 11:31:00,33,22254.49,11019,354,674.3784848484848,713,True
12541,Spain,2011-03-04 09:32:00,2011-11-10 10:40:00,3,981.18,680,46,327.06,251,True
12542,Spain,2010-03-09 16:26:00,2010-08-12 19:12:00,2,481.88,522,39,240.94,156,True
12543,Spain,2010-09-17 15:51:00,2010-09-17 15:51:00,1,980.25,688,43,980.25,0,False
12544,Spain,2011-11-03 16:15:00,2011-11-03 16:15:00,1,372.7,136,19,372.7,0,False
12545,Spain,2011-03-25 12:04:00,2011-09-25 13:39:00,2,1000.39,523,42,500.195,184,True
12546,Spain,2011-09-23 09:44:00,2011-10-24 12:09:00,2,1161.5,633,59,580.75,31,True
12547,Spain,2010-07-27 13:55:00,2011-05-26 12:38:00,3,383.58,309,13,127.86,303,True
12548,Spain,2011-06-26 15:35:00,2011-06-26 15:35:00,1,95.19999999999999,49,5,95.19999999999999,0,False
12549,USA,2010-01-11 12:29:00,2010-05-13 12:05:00,6,1575.68,1366,38,262.61333333333334,122,True
12550,Spain,2011-09-21 14:35:00,2011-09-21 14:35:00,1,964.83,569,57,964.83,0,False
12551,Spain,2010-12-17 11:23:00,2010-12-17 11:23:00,1,168.0,100,10,168.0,0,False
12552,Italy,2011-10-31 12:11:00,2011-11-01 10:02:00,2,437.82,88,20,218.91,1,True
12553,France,2010-10-12 13:35:00,2011-12-01 16:38:00,12,4608.75,2325,109,384.0625,415,True
12554,Spain,2010-09-17 12:29:00,2010-09-17 12:29:00,1,468.5,240,26,468.5,0,False
12555,Spain,2010-01-26 16:26:00,2010-01-26 16:26:00,1,129.23,1,1,129.23,0,False
12556,Spain,2011-07-11 13:35:00,2011-10-20 13:06:00,2,599.56,355,100,299.78,101,True
12557,Spain,2009-12-17 10:39:00,2011-11-23 16:59:00,8,18096.14,6382,15,2262.0175,706,True
12558,USA,2011-12-02 10:41:00,2011-12-02 10:41:00,1,269.96,196,11,269.96,0,False
12559,Germany,2011-01-24 10:12:00,2011-02-02 09:49:00,2,561.71,283,21,280.855,9,True
12560,Germany,2011-07-19 15:55:00,2011-12-04 13:54:00,3,2134.01,1110,91,711.3366666666667,138,True
12561,Germany,2011-02-10 11:39:00,2011-02-10 11:39:00,1,238.85,177,16,238.85,0,False
12562,France,2010-09-30 13:13:00,2011-12-01 17:20:00,9,4966.92,2327,113,551.88,427,True
12563,Italy,2010-10-27 09:52:00,2010-10-27 09:52:00,1,249.24,113,13,249.24,0,False
12564,France,2011-03-23 14:55:00,2011-03-23 14:55:00,1,456.9,133,21,456.9,0,False
12565,Saudi Arabia,2011-02-24 10:34:00,2011-02-24 10:34:00,1,145.92,80,9,145.92,0,False
12566,Germany,2011-09-14 14:30:00,2011-09-14 14:30:00,1,351.65,265,19,351.65,0,False
12567,France,2010-02-11 10:30:00,2011-11-17 11:02:00,15,11767.48,5308,365,784.4986666666666,644,True
12568,Germany,2010-03-05 09:15:00,2010-03-05 09:15:00,1,70.0,48,5,70.0,0,False
12569,Germany,2011-04-01 13:47:00,2011-12-07 16:24:00,32,4124.69,1801,92,128.8965625,250,True
12570,Spain,2010-01-26 17:28:00,2010-01-26 17:28:00,1,77.52,1,1,77.52,0,False
12571,France,2011-08-10 12:35:00,2011-10-31 10:19:00,2,519.61,523,31,259.805,82,True
12572,Germany,2011-10-19 08:20:00,2011-12-01 09:20:00,2,1020.42,452,53,510.21,43,True
12573,France,2010-08-31 17:25:00,2011-04-26 15:52:00,5,717.41,479,107,143.482,238,True
12574,France,2011-01-28 09:20:00,2011-01-28 09:20:00,1,218.45,61,11,218.45,0,False
12575,France,2010-07-01 09:15:00,2010-09-08 13:09:00,2,622.8199999999999,315,34,311.40999999999997,69,True
12576,Poland,2010-07-01 13:46:00,2011-11-04 10:11:00,8,2142.72,1494,114,267.84,491,True
12577,France,2009-12-03 19:31:00,2011-11-04 13:24:00,8,1617.1,1191,259,202.1375,701,True
12578,Italy,2010-09-22 11:19:00,2011-11-18 13:30:00,4,4642.45,2380,149,1160.6125,422,True
12579,France,2011-09-22 17:15:00,2011-09-22 17:15:00,1,440.42,285,29,440.42,0,False
12580,Germany,2010-05-12 11:45:00,2011-04-07 10:24:00,2,1052.9,569,52,526.45,330,True
12581,Germany,2011-10-31 08:56:00,2011-10-31 08:56:00,1,197.71,161,15,197.71,0,False
12582,Finland,2010-05-11 09:55:00,2011-04-15 08:45:00,4,1980.4,985,88,495.1,339,True
12583,France,2009-12-06 11:57:00,2011-12-07 08:07:00,27,13591.58,8535,141,503.39185185185187,731,True
12584,Italy,2011-03-04 15:15:00,2011-12-06 09:35:00,9,2338.15,416,44,259.7944444444445,277,True
12585,Germany,2010-12-23 12:58:00,2011-04-19 13:39:00,2,2040.1,1279,77,1020.05,117,True
12586,Italy,2009-12-16 13:15:00,2011-11-22 16:24:00,4,2062.67,687,82,515.6675,706,True
12587,Finland,2011-12-02 12:47:00,2011-12-02 12:47:00,1,144.0,51,4,144.0,0,False
12588,Finland,2010-04-21 12:22:00,2011-10-31 15:01:00,4,958.78,438,31,239.695,558,True
12589,France,2010-01-19 12:26:00,2011-11-11 10:19:00,8,4695.66,1764,121,586.9575,661,True
12590,Germany,2011-05-12 14:46:00,2011-05-12 14:52:00,2,9864.26,4283,68,4932.13,0,True
12591,Italy,2010-10-27 10:42:00,2011-01-26 14:35:00,3,1338.95,653,63,446.31666666666666,91,True
12592,Germany,2010-07-08 14:06:00,2011-09-08 15:04:00,5,2582.66,1875,42,516.5319999999999,427,True
12593,France,2011-05-05 09:29:00,2011-08-23 12:43:00,3,418.09999999999997,206,14,139.36666666666665,110,True
12594,Italy,2010-03-03 13:51:00,2011-11-02 12:20:00,15,5090.110000000001,2768,78,339.3406666666667,609,True
12595,Germany,2010-07-23 09:10:00,2010-07-23 09:10:00,1,299.02,271,19,299.02,0,False
12596,Spain,2011-04-11 13:22:00,2011-10-19 13:02:00,2,618.27,474,25,309.135,191,True
12597,Spain,2011-03-16 14:00:00,2011-11-20 13:33:00,4,3811.22,2236,184,952.805,249,True
12598,France,2010-03-01 09:58:00,2011-11-30 12:18:00,11,4534.09,2906,130,412.19,639,True
12599,France,2010-05-11 10:42:00,2011-11-10 13:34:00,13,2296.72,2189,47,176.67076923076922,548,True
12600,Germany,2009-12-07 13:37:00,2011-11-11 10:29:00,21,4967.42,1383,53,236.54380952380953,704,True
12601,Germany,2010-10-31 10:57:00,2011-06-03 10:17:00,6,681.26,290,24,113.54333333333334,215,True
12602,France,2011-10-12 11:22:00,2011-10-12 11:22:00,1,153.12,162,12,153.12,0,False
